@RELATION output/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.055664,0.003000,2.815773,0.178445,0.233794,0.342540,0.017851,0.059199,-28.688097,1.960204,0.019290,0.066912,-0.028680,0.247528,-0.030606,0.110404,0.048245,0.210216,0.051931,0.172366,0.054401,0.003128,0.001808,0.077310,0.006001,0.006996,0.028754,0.189816,0.002157,0.004964,0.006188,0.014516,0.002762,0.060601,0.034605,0.002718,0.302589,0.045586,0.027769,0.272823,0.012054,0.065385,1.473333,0.433892,0.578335,0.388904,0.321082,0.259276,0.219175,0.244443,0.227259,0.194832,0.190951,0.169128,0.155155,0.004028,0.003002,0.070370,0.011258,0.009150,0.028021,0.107040,0.003953,0.009085,0.008072,0.014889,0.005017,0.025505,171.428571,0.097481,speech
0.138531,0.005711,2.981567,0.240361,0.224707,1.083709,0.007949,0.224855,-27.151719,1.500797,-0.266098,-0.064765,-0.433066,0.241608,-0.170874,0.008359,-0.056455,0.182530,0.052139,0.087581,-0.000846,0.007031,0.005533,0.014385,0.010113,0.017202,0.032648,0.029637,0.009371,0.010205,0.015908,0.014067,0.006366,0.020345,0.097584,0.007889,0.321939,0.086514,0.034117,0.554205,0.004321,0.174909,2.114269,0.575710,0.780640,0.376206,0.402692,0.359196,0.297725,0.244585,0.258624,0.214034,0.199946,0.187823,0.161115,0.008459,0.007739,0.016496,0.014038,0.021220,0.028115,0.029850,0.018045,0.014071,0.018111,0.015245,0.008553,0.009406,200.000000,0.094359,speech
0.117336,0.004486,3.057158,0.226428,0.239227,0.934718,0.005656,0.173854,-27.020927,1.676174,-0.381983,-0.034050,-0.192903,0.212265,-0.168650,0.102480,0.018039,0.064257,-0.015012,0.124635,0.021094,0.004948,0.004696,0.031261,0.024344,0.017209,0.024506,0.039521,0.008838,0.006057,0.009513,0.016169,0.005385,0.021644,0.054535,0.005259,0.212891,0.051373,0.030573,0.378826,0.003110,0.109413,1.665219,0.451116,0.513350,0.406636,0.342402,0.348232,0.277239,0.284855,0.227950,0.190188,0.218382,0.168272,0.175581,0.004437,0.004849,0.022249,0.023615,0.013864,0.020745,0.038527,0.014518,0.007257,0.008898,0.012872,0.006048,0.010627,200.000000,0.074830,speech
0.102081,0.054064,3.036293,0.183808,0.178852,1.034378,0.012802,0.175480,-24.028947,0.913881,-0.030326,0.160443,-0.207106,0.212437,0.002453,0.098071,-0.221443,0.036484,-0.175175,0.130202,-0.035643,0.011492,0.005148,0.018667,0.012241,0.018291,0.012504,0.071987,0.005031,0.005532,0.012316,0.015588,0.004284,0.030545,0.053845,0.041051,0.342451,0.040369,0.035594,0.506665,0.008147,0.097669,2.600957,0.872516,0.843685,0.522227,0.516019,0.404598,0.405501,0.368759,0.338861,0.302122,0.342220,0.321278,0.310649,0.018437,0.008491,0.021741,0.017044,0.022436,0.015843,0.078394,0.008677,0.008004,0.016881,0.019281,0.006399,0.021405,200.000000,0.093688,speech
0.069287,0.020437,2.884103,0.160676,0.191518,0.480549,0.012041,0.120499,-25.673131,2.773356,0.377363,0.221682,0.226457,0.217326,0.089353,0.035238,0.085867,0.093225,-0.005851,0.187909,-0.014375,0.009206,0.002719,0.024161,0.009512,0.035548,0.007658,0.035081,0.002140,0.005610,0.039480,0.061568,0.003071,0.028376,0.073056,0.016808,0.350323,0.087256,0.035611,0.549326,0.008844,0.144317,1.693722,0.883428,0.656729,0.438274,0.409401,0.309330,0.335680,0.297795,0.292492,0.239373,0.236947,0.226471,0.195821,0.010839,0.003954,0.021666,0.008229,0.033757,0.007649,0.029520,0.003522,0.005844,0.030322,0.041404,0.004358,0.010913,200.000000,0.102510,speech
0.131840,0.003435,2.978201,0.238882,0.234849,1.075605,0.006809,0.214871,-27.790769,1.599921,-0.164346,-0.086199,-0.300061,0.058404,-0.213926,0.179268,-0.042781,0.135586,-0.073819,0.110859,-0.003172,0.010296,0.006389,0.028736,0.018893,0.019656,0.026709,0.045844,0.003523,0.005369,0.009838,0.015575,0.006505,0.022956,0.072273,0.004753,0.280354,0.070079,0.038137,0.464803,0.003696,0.140145,2.114697,0.483848,0.602900,0.392293,0.363980,0.327503,0.287577,0.261264,0.269889,0.190482,0.263425,0.193178,0.183368,0.011992,0.007747,0.022576,0.019685,0.019985,0.021786,0.050642,0.005840,0.007020,0.009424,0.013689,0.007591,0.012806,200.000000,0.088865,speech
0.128325,0.058268,3.049224,0.240389,0.219551,1.096297,0.013142,0.230286,-24.468966,1.485088,0.574959,-0.021458,0.030148,0.211063,0.035563,-0.091977,-0.211047,-0.153988,-0.153757,-0.042137,-0.141214,0.020326,0.003629,0.045143,0.018976,0.026103,0.012323,0.042952,0.003653,0.005160,0.009745,0.025699,0.002597,0.031600,0.100928,0.044320,0.329075,0.090498,0.036176,0.675550,0.009824,0.191559,2.722779,0.932426,0.821357,0.592598,0.499790,0.468293,0.361871,0.349083,0.353457,0.320378,0.369232,0.363068,0.364089,0.029816,0.006098,0.050235,0.029214,0.033196,0.020937,0.050837,0.007419,0.008531,0.014480,0.032468,0.004242,0.017739,240.000000,0.110558,speech
0.184169,0.014147,3.000806,0.274714,0.226625,1.245917,0.010832,0.290166,-27.588599,1.122357,-0.511082,-0.278231,-0.116835,0.010304,-0.194791,-0.263957,-0.128673,-0.051009,-0.057882,0.028520,-0.058099,0.012195,0.005356,0.016793,0.011763,0.015394,0.016015,0.019088,0.007174,0.009677,0.011083,0.015665,0.008477,0.017886,0.138522,0.021394,0.388723,0.121927,0.038932,0.662846,0.007786,0.223613,2.263030,0.827586,0.939032,0.563953,0.462429,0.369702,0.311566,0.320889,0.334365,0.316079,0.327845,0.317957,0.317430,0.020193,0.006876,0.021553,0.017896,0.024293,0.018116,0.020661,0.012521,0.013729,0.015911,0.020326,0.015570,0.011373,133.333333,0.096950,speech
0.094286,0.023818,2.803354,0.182081,0.197274,0.679299,0.011439,0.142333,-25.785940,2.358052,0.315368,-0.138416,-0.313018,0.075746,0.082894,0.055698,0.034746,0.047782,-0.121593,0.059934,-0.083258,0.023280,0.007195,0.034369,0.015885,0.018212,0.015919,0.030165,0.003764,0.007857,0.016109,0.026627,0.009955,0.020364,0.083327,0.025738,0.471610,0.090511,0.044651,0.583391,0.006940,0.156153,3.025934,0.822064,0.782936,0.442210,0.431379,0.388867,0.329777,0.275844,0.244015,0.217522,0.219051,0.210622,0.198588,0.022490,0.010417,0.025505,0.019734,0.015567,0.015840,0.029655,0.006316,0.009214,0.016012,0.022830,0.013812,0.009789,133.333333,0.106846,speech
0.146863,0.002621,3.073924,0.255799,0.247831,1.167857,0.005020,0.231433,-28.398729,1.605611,-0.130594,0.084384,-0.326869,0.090172,-0.289362,-0.077528,-0.064563,0.088171,0.011089,0.142025,0.041024,0.008127,0.006685,0.026380,0.014362,0.014877,0.040069,0.048104,0.004175,0.005880,0.009872,0.014549,0.004413,0.021864,0.068429,0.004544,0.244731,0.061868,0.031708,0.418924,0.003899,0.123201,2.094916,0.464724,0.590612,0.360505,0.363208,0.342885,0.292860,0.237920,0.193701,0.192048,0.196596,0.170702,0.162190,0.009054,0.007241,0.021640,0.022363,0.016904,0.027102,0.035063,0.007586,0.006095,0.010889,0.010834,0.004887,0.009115,150.000000,0.077830,speech
0.139073,0.006257,2.950154,0.241511,0.227241,1.047259,0.008098,0.231123,-27.043656,1.664425,0.126169,-0.301724,-0.202524,0.044339,-0.146139,0.147026,0.124740,0.120393,-0.076991,0.071848,-0.041990,0.010093,0.008066,0.024586,0.008795,0.013602,0.034775,0.040491,0.003351,0.006145,0.012286,0.015295,0.010686,0.021455,0.090419,0.008039,0.298410,0.082359,0.032809,0.646125,0.004644,0.186732,2.272128,0.751795,0.708973,0.487926,0.466222,0.333155,0.318832,0.268696,0.259605,0.222918,0.220863,0.197637,0.191561,0.011559,0.012294,0.022588,0.010088,0.015373,0.031970,0.039296,0.006127,0.008179,0.014399,0.016679,0.014802,0.010970,133.333333,0.086106,speech
0.143455,0.071909,3.060375,0.234652,0.210520,1.207779,0.009615,0.239275,-22.681710,1.403922,0.345714,0.173314,0.056196,0.334021,0.173974,0.165168,0.012793,0.183530,-0.097261,0.013471,-0.078412,0.012439,0.004123,0.032529,0.007425,0.031915,0.007606,0.029503,0.003322,0.005621,0.018442,0.017171,0.004671,0.021273,0.107716,0.047749,0.305883,0.092803,0.030672,0.740134,0.005382,0.195844,1.823363,0.928720,0.906960,0.441407,0.479664,0.355643,0.317480,0.284975,0.262452,0.248404,0.247865,0.237344,0.229401,0.017287,0.005598,0.040294,0.008666,0.036140,0.008541,0.028456,0.004982,0.007350,0.022889,0.019963,0.006557,0.012555,150.000000,0.099373,speech
0.121480,0.056363,3.075504,0.209265,0.189934,1.176483,0.011511,0.226223,-23.604329,1.106233,0.860563,0.065010,-0.143422,0.196267,0.139294,0.045537,0.011396,0.057002,-0.023068,0.058888,-0.026396,0.008137,0.003632,0.038295,0.011545,0.033001,0.008237,0.052330,0.002390,0.003750,0.014662,0.015090,0.003389,0.027882,0.084290,0.038396,0.268362,0.067296,0.029841,0.628746,0.009086,0.143521,2.003379,0.885433,0.813275,0.504514,0.490256,0.370851,0.384009,0.296136,0.316399,0.267556,0.252303,0.244297,0.221114,0.012025,0.005487,0.045470,0.014521,0.035195,0.009436,0.050193,0.003636,0.004577,0.016957,0.018519,0.004060,0.017112,200.000000,0.097585,speech
0.096475,0.062420,3.047208,0.190084,0.187295,0.883330,0.013242,0.171935,-24.202184,1.313601,0.389124,-0.105953,-0.090482,0.321108,0.037195,0.109105,0.045140,0.069414,-0.010071,0.111512,-0.058276,0.012474,0.005694,0.026149,0.008527,0.018756,0.009121,0.083348,0.003803,0.005586,0.016880,0.020609,0.007154,0.036540,0.069151,0.050421,0.337323,0.064498,0.044861,0.490081,0.008946,0.125565,2.994331,0.752737,0.806200,0.562451,0.501798,0.395398,0.361576,0.363246,0.352475,0.344592,0.351511,0.308103,0.298563,0.017826,0.009091,0.028451,0.013121,0.022706,0.014743,0.094063,0.007416,0.007694,0.022145,0.024627,0.011313,0.025205,200.000000,0.102697,speech
0.100578,0.056947,3.061245,0.198296,0.192531,0.976278,0.013564,0.181143,-23.882307,1.372273,0.322608,-0.084045,-0.022986,0.159958,-0.141917,-0.085236,-0.127800,-0.111781,-0.066838,0.019775,-0.053229,0.019579,0.005364,0.033447,0.016077,0.019996,0.013736,0.053951,0.003911,0.008699,0.013053,0.022202,0.005989,0.032322,0.062702,0.041948,0.295949,0.057676,0.034990,0.544360,0.009634,0.132522,2.451484,0.851044,0.815955,0.588518,0.441222,0.409043,0.368457,0.339649,0.355731,0.329080,0.362859,0.350426,0.349952,0.026112,0.009810,0.039938,0.024259,0.024230,0.022298,0.066723,0.007225,0.012293,0.018597,0.021931,0.010235,0.019758,240.000000,0.097656,speech
0.038686,0.013185,3.019806,0.126697,0.191597,0.215137,0.017800,0.048489,-29.588800,3.029101,0.402782,0.353834,0.005332,0.108985,0.003152,-0.032314,-0.025981,-0.099367,0.007838,-0.072885,-0.128056,0.033571,0.001802,0.058258,0.012584,0.021572,0.016389,0.057910,0.000975,0.004821,0.032850,0.037160,0.004601,0.037600,0.025170,0.016824,0.287491,0.041396,0.029550,0.236317,0.017021,0.046971,2.804067,0.562194,0.450249,0.410180,0.312339,0.262872,0.252971,0.247398,0.209237,0.227535,0.206329,0.231271,0.220562,0.041208,0.002905,0.049112,0.019927,0.020334,0.018633,0.047422,0.001807,0.006993,0.035130,0.040007,0.007202,0.012754,240.000000,0.083227,speech
0.082869,0.056814,3.021188,0.156227,0.159556,0.972552,0.010938,0.152563,-23.361097,1.026125,-0.080039,0.055597,-0.197523,0.281299,-0.123087,0.083368,-0.003492,0.098945,0.044742,0.043321,-0.031050,0.010217,0.005812,0.016860,0.012619,0.019066,0.010140,0.081648,0.007116,0.008960,0.011014,0.014067,0.008389,0.031162,0.033973,0.047722,0.338121,0.024438,0.032874,0.423635,0.006774,0.071223,2.734027,0.680160,0.762825,0.482490,0.527929,0.408057,0.370407,0.291302,0.309162,0.223327,0.255241,0.233633,0.220856,0.013917,0.008384,0.018959,0.018938,0.019406,0.014278,0.096381,0.012869,0.014000,0.014509,0.015302,0.011610,0.024289,240.000000,0.087406,speech
0.140534,0.001670,3.104551,0.210679,0.190114,1.419291,0.006109,0.237619,-27.478311,0.357076,-0.341409,-0.650794,-0.599728,0.148709,0.049870,0.252500,0.236425,0.137631,-0.107761,0.047021,-0.092467,0.008271,0.008716,0.027741,0.007077,0.005424,0.019265,0.062827,0.002448,0.003925,0.006398,0.007658,0.005338,0.021931,0.042342,0.001691,0.183684,0.027801,0.021140,0.364593,0.003351,0.072797,0.849193,0.401063,0.388198,0.349728,0.319643,0.291569,0.272266,0.218955,0.210456,0.204093,0.204755,0.208936,0.184489,0.007925,0.009004,0.026025,0.009284,0.005961,0.017387,0.055606,0.002408,0.004076,0.007268,0.006913,0.005248,0.014753,200.000000,0.096807,speech
0.163395,0.006223,3.045250,0.225932,0.193857,1.566183,0.005488,0.245988,-26.379482,0.255363,-0.337126,-0.536204,-0.645426,0.157718,-0.060881,0.372016,-0.006811,0.126572,-0.085219,0.068176,-0.066343,0.007655,0.011418,0.015031,0.009192,0.007715,0.013834,0.017891,0.004999,0.004534,0.004222,0.007863,0.004108,0.009786,0.042073,0.008805,0.259871,0.034473,0.022577,0.385888,0.003447,0.060714,1.251684,0.458132,0.515443,0.448095,0.323029,0.260188,0.281418,0.238374,0.253710,0.190288,0.185576,0.185659,0.172264,0.008189,0.012356,0.013218,0.009085,0.006666,0.012202,0.017790,0.007356,0.004404,0.003437,0.005292,0.004383,0.006701,200.000000,0.098019,speech
0.149548,0.008781,3.121688,0.223555,0.202953,1.403109,0.007192,0.232669,-26.606074,0.639075,-0.379910,-0.313988,-0.626118,0.118298,-0.188814,0.327769,0.150728,0.185610,-0.009800,0.137615,-0.028651,0.012913,0.012640,0.016444,0.008798,0.008139,0.013534,0.017171,0.002349,0.004656,0.009055,0.013880,0.007906,0.013754,0.050107,0.013134,0.222671,0.039130,0.024950,0.493983,0.006276,0.089301,1.319731,0.516057,0.484748,0.537668,0.376501,0.271683,0.244321,0.266257,0.223185,0.199569,0.233141,0.212033,0.200745,0.016544,0.015093,0.014646,0.011486,0.009618,0.013914,0.017837,0.002301,0.005329,0.012910,0.011394,0.011712,0.008692,200.000000,0.087583,speech
0.104528,0.062945,3.058568,0.186177,0.177983,0.994053,0.012042,0.192437,-23.175674,1.090730,0.257667,-0.213088,0.024293,0.196826,-0.140198,0.053918,-0.073952,-0.105197,-0.066307,0.007305,-0.143996,0.015749,0.005215,0.022782,0.014233,0.017704,0.009703,0.046881,0.004189,0.006884,0.016617,0.023728,0.006316,0.027321,0.059953,0.040407,0.303609,0.046230,0.032329,0.468470,0.007832,0.103102,2.156636,0.816893,0.840685,0.563515,0.414979,0.402235,0.349414,0.327293,0.308893,0.292284,0.309614,0.275931,0.306145,0.022186,0.007510,0.028406,0.018661,0.023502,0.013787,0.063707,0.007452,0.009103,0.023073,0.028015,0.010687,0.018066,200.000000,0.088645,speech
0.140943,0.005173,3.080354,0.239483,0.216063,1.057851,0.010019,0.225050,-27.685825,1.292617,-0.451845,-0.515965,-0.162056,0.115061,-0.125529,-0.137011,-0.195449,-0.035444,-0.139649,0.010561,-0.210519,0.017482,0.004703,0.020218,0.013934,0.010189,0.023870,0.017302,0.008090,0.010090,0.010744,0.012581,0.007934,0.020938,0.097785,0.005727,0.298915,0.083870,0.031480,0.619083,0.006674,0.171093,1.642773,0.704429,0.820402,0.478156,0.416276,0.371215,0.305128,0.275830,0.298942,0.294640,0.307495,0.310462,0.316370,0.023041,0.006404,0.027026,0.021236,0.014623,0.027807,0.019558,0.014038,0.015808,0.017023,0.015867,0.011669,0.012346,200.000000,0.086538,speech
0.135609,0.006136,2.971576,0.249354,0.232999,0.931703,0.009027,0.212620,-27.113804,1.654850,-0.390340,-0.415835,-0.050670,0.287172,-0.104268,0.070629,-0.044516,0.035995,0.154497,0.105541,0.035808,0.006798,0.004876,0.027659,0.009721,0.009303,0.022911,0.059167,0.009538,0.010262,0.011597,0.015264,0.004069,0.024678,0.096834,0.008797,0.312411,0.087639,0.030324,0.569789,0.006289,0.184562,1.676609,0.493258,0.583160,0.528959,0.327977,0.340437,0.221673,0.282306,0.233100,0.192900,0.246000,0.208340,0.230429,0.009150,0.007255,0.026649,0.013960,0.012689,0.022241,0.056966,0.017436,0.015098,0.014635,0.013866,0.006063,0.014625,150.000000,0.094439,speech
0.120384,0.064421,3.039475,0.220938,0.211146,1.011144,0.012997,0.205111,-23.955983,1.561217,0.607924,0.136931,0.083471,0.483838,0.236714,0.158797,0.069450,0.048073,-0.028939,0.049603,-0.044565,0.010990,0.003873,0.040572,0.007516,0.030027,0.006279,0.042217,0.003178,0.004740,0.017343,0.033703,0.003079,0.027396,0.098098,0.045332,0.386132,0.089352,0.036081,0.696829,0.011032,0.176232,2.825278,1.054051,0.893241,0.496556,0.512053,0.417492,0.358275,0.309148,0.298121,0.273571,0.266263,0.252078,0.238826,0.014624,0.005915,0.040559,0.012246,0.034304,0.007812,0.044192,0.005659,0.006857,0.022107,0.039569,0.004736,0.014364,200.000000,0.095522,speech
0.098171,0.045847,3.105069,0.194754,0.191408,0.887737,0.013828,0.170179,-24.428327,1.325381,0.402128,0.057108,0.037333,0.293336,0.007195,0.102904,-0.020076,0.005060,-0.031499,0.034496,-0.103572,0.011422,0.003266,0.020383,0.008529,0.020073,0.009319,0.102177,0.002995,0.005169,0.018241,0.022064,0.005329,0.039526,0.075199,0.035399,0.249962,0.068031,0.035875,0.560012,0.011243,0.135241,2.554485,0.891727,0.909110,0.508928,0.514671,0.400362,0.357699,0.314465,0.287309,0.254423,0.280143,0.272859,0.284616,0.016744,0.005212,0.025969,0.013741,0.024333,0.014988,0.090743,0.006127,0.008658,0.022333,0.027070,0.008934,0.024394,200.000000,0.111776,speech
0.083650,0.052987,3.035482,0.166625,0.171743,0.910618,0.012981,0.152613,-23.807423,1.239138,0.052239,0.151459,-0.393010,0.354077,-0.012574,0.026549,0.072251,0.025467,-0.000734,0.109979,0.007925,0.010668,0.006170,0.022646,0.008436,0.021917,0.011666,0.082958,0.004046,0.008518,0.010925,0.017540,0.006325,0.032944,0.045348,0.043514,0.335607,0.039884,0.033453,0.447753,0.009589,0.087121,2.584145,0.786425,0.812650,0.465279,0.551897,0.376196,0.415408,0.327257,0.328019,0.298307,0.264020,0.253327,0.241669,0.014406,0.009580,0.024317,0.012633,0.024579,0.016049,0.096386,0.006385,0.011948,0.014862,0.020728,0.008992,0.024274,200.000000,0.103042,speech
0.131061,0.059504,3.049199,0.225458,0.205493,1.139221,0.011840,0.219322,-24.121334,1.270022,0.648361,0.093293,-0.072509,0.321677,0.009710,0.117998,0.036285,0.038332,-0.134341,0.029705,-0.163245,0.022585,0.003860,0.031160,0.009058,0.023160,0.011789,0.039559,0.002236,0.003290,0.015301,0.024685,0.006237,0.026915,0.092114,0.042267,0.346613,0.074533,0.029351,0.631083,0.008911,0.155428,2.407796,0.924204,0.702546,0.504462,0.489949,0.427870,0.375140,0.322425,0.328695,0.321298,0.304682,0.296614,0.293598,0.032778,0.005207,0.038484,0.014857,0.027015,0.018160,0.037053,0.003884,0.004918,0.022408,0.028347,0.007525,0.014546,300.000000,0.102000,speech
0.117142,0.057143,3.081467,0.202687,0.190495,1.053673,0.010337,0.202551,-23.941563,1.263804,0.474517,0.011770,-0.001868,0.231932,-0.063915,0.109106,-0.081617,0.033785,-0.163391,-0.024476,-0.150478,0.019390,0.004615,0.024925,0.010471,0.022045,0.010176,0.042902,0.003174,0.004815,0.016426,0.025673,0.006315,0.024915,0.072960,0.042223,0.281710,0.060248,0.037563,0.517783,0.006678,0.120458,2.726404,0.838832,0.796336,0.471681,0.473751,0.397603,0.363643,0.318460,0.301587,0.300315,0.287190,0.265834,0.261834,0.024008,0.006832,0.026902,0.014894,0.025191,0.012557,0.047359,0.005454,0.007420,0.020967,0.029060,0.009855,0.014325,200.000000,0.098577,speech
0.087603,0.060750,2.984333,0.156545,0.160093,0.845190,0.013648,0.154406,-23.198728,1.179075,-0.046947,0.015612,-0.007249,0.317667,-0.186420,-0.028202,-0.135333,-0.181620,-0.181211,-0.130835,-0.217630,0.030686,0.006295,0.029497,0.017100,0.017693,0.011228,0.024834,0.004475,0.005536,0.011375,0.025750,0.005955,0.024357,0.043564,0.048413,0.420932,0.034923,0.031982,0.404351,0.008458,0.074863,2.205753,0.936848,0.779334,0.596337,0.420581,0.353234,0.332063,0.280597,0.270701,0.317401,0.301448,0.322311,0.332969,0.038964,0.010511,0.030414,0.022608,0.021057,0.015678,0.034238,0.006948,0.008372,0.015093,0.029828,0.008199,0.014696,133.333333,0.101791,speech
0.106825,0.059186,3.089599,0.177831,0.169297,0.857422,0.013293,0.177070,-23.680938,1.321448,0.444447,-0.190700,0.031530,0.232984,-0.046332,0.197479,-0.039750,0.098486,-0.003148,0.049323,-0.028333,0.011819,0.004541,0.024417,0.010322,0.015568,0.010795,0.052308,0.005368,0.009410,0.018381,0.021338,0.005424,0.027489,0.073516,0.042316,0.287811,0.061133,0.032709,0.460419,0.007819,0.116703,2.440507,0.922968,1.181109,0.488211,0.543663,0.387036,0.387151,0.307420,0.300617,0.280681,0.263735,0.253945,0.237103,0.017483,0.008001,0.031157,0.014361,0.020264,0.017178,0.065652,0.010225,0.014928,0.023305,0.024866,0.009464,0.018222,120.000000,0.085572,speech
0.132943,0.008544,2.979725,0.231376,0.212259,1.159837,0.007364,0.239368,-26.933882,1.282728,-0.431658,-0.390161,-0.239775,0.284040,-0.069025,-0.025856,-0.077631,-0.008993,-0.005978,0.039008,-0.024592,0.008331,0.005896,0.018415,0.012573,0.013255,0.028019,0.033633,0.012527,0.012716,0.005633,0.011072,0.005562,0.020958,0.092972,0.010530,0.290130,0.088624,0.046626,0.578056,0.004299,0.177359,2.392608,0.625834,0.692922,0.463449,0.430333,0.400181,0.307485,0.279164,0.307903,0.275249,0.236537,0.207483,0.195473,0.009010,0.007146,0.019144,0.018115,0.015146,0.025692,0.040084,0.023931,0.018551,0.006245,0.010899,0.007105,0.013126,171.428571,0.099567,speech
0.109231,0.032386,2.917776,0.191697,0.207198,0.707367,0.013611,0.165273,-25.842728,2.648930,0.151789,0.027994,-0.134171,-0.036786,0.187421,0.127839,-0.039035,0.056167,-0.054428,0.057202,-0.010501,0.009628,0.006124,0.040437,0.027613,0.040764,0.014976,0.024507,0.002363,0.005717,0.012540,0.011772,0.004313,0.022167,0.113272,0.033230,0.454960,0.111290,0.043219,0.789685,0.010055,0.201518,2.812542,1.156041,0.828157,0.451991,0.451684,0.329431,0.358282,0.243961,0.277600,0.223161,0.220448,0.188869,0.173667,0.010935,0.008214,0.036110,0.028553,0.030922,0.018451,0.026048,0.004292,0.007003,0.013081,0.011773,0.006723,0.011861,240.000000,0.083080,speech
0.092737,0.050071,3.043661,0.172814,0.174355,0.913205,0.012412,0.166430,-23.965707,0.999728,0.119697,-0.160834,-0.215906,0.339457,-0.197921,0.020086,-0.029051,-0.115608,-0.055454,-0.079599,-0.061656,0.011606,0.008964,0.023152,0.017234,0.016838,0.011695,0.080994,0.003908,0.009383,0.009421,0.014530,0.005435,0.034401,0.041475,0.041896,0.321096,0.036122,0.033277,0.401419,0.007612,0.079460,2.191733,0.747133,0.779284,0.527337,0.505081,0.425628,0.375064,0.362670,0.352686,0.342913,0.377644,0.363078,0.330061,0.016915,0.013173,0.024183,0.026055,0.022327,0.018281,0.087483,0.007974,0.015526,0.013403,0.017802,0.008798,0.020864,200.000000,0.095602,speech
0.088166,0.052914,3.014824,0.174392,0.180143,0.851204,0.014923,0.160472,-24.469593,1.209619,0.247149,-0.260415,-0.081564,0.213118,-0.020621,0.170418,-0.094339,0.001565,-0.049983,0.147513,0.020887,0.007409,0.005956,0.018963,0.009322,0.020412,0.014304,0.087615,0.004182,0.008577,0.012620,0.018785,0.005886,0.036237,0.046089,0.046785,0.353047,0.035563,0.037949,0.417037,0.009140,0.091153,2.734655,0.758141,0.780852,0.617930,0.461051,0.412582,0.376601,0.351620,0.383150,0.333460,0.350472,0.344340,0.316056,0.010480,0.011100,0.023380,0.013951,0.025485,0.022295,0.104402,0.008752,0.015097,0.019775,0.024343,0.011129,0.024429,171.428571,0.080564,speech
