@RELATION output/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {music,speech}

@DATA
0.070151,0.014768,3.104689,0.170739,0.212860,0.560170,0.009134,0.103622,-26.131873,2.314649,0.129689,0.442291,0.081666,0.164345,-0.009711,0.209630,0.358989,0.260505,0.020868,-0.056509,0.078039,0.014783,0.003417,0.065481,0.005909,0.012561,0.005017,0.090613,0.000956,0.004375,0.019868,0.039262,0.009007,0.041787,0.039136,0.010889,0.204965,0.047705,0.027711,0.379447,0.006815,0.087764,1.288400,0.583942,0.419009,0.364321,0.316401,0.273773,0.304930,0.293155,0.299100,0.301190,0.263416,0.254721,0.202004,0.013432,0.005186,0.049035,0.006778,0.012589,0.005628,0.084677,0.001573,0.006375,0.020069,0.031731,0.012313,0.017859,240.000000,0.075145,music
0.075142,0.009631,3.113309,0.189067,0.230745,0.530180,0.008078,0.104403,-26.111834,2.398670,0.104927,0.342515,0.016305,0.169598,0.045460,-0.045024,0.027599,0.090093,0.069907,0.063095,-0.065738,0.016468,0.002464,0.035679,0.012756,0.017738,0.007803,0.077531,0.003436,0.007604,0.024249,0.057591,0.003058,0.038189,0.045460,0.007814,0.169762,0.050549,0.029340,0.350305,0.005299,0.101607,1.168140,0.440016,0.452737,0.336968,0.293726,0.286399,0.297585,0.323475,0.278231,0.283165,0.295427,0.259956,0.228387,0.019111,0.003340,0.031946,0.015378,0.019716,0.008713,0.056313,0.006210,0.011474,0.022379,0.050884,0.003762,0.014412,240.000000,0.081535,music
0.063695,0.019707,3.161867,0.128968,0.153524,0.713038,0.008673,0.115724,-24.958309,2.000085,0.797753,0.444827,-0.652322,0.205858,0.015035,0.031919,-0.203035,0.048380,0.085423,0.042383,0.058053,0.013524,0.004126,0.046048,0.015192,0.024302,0.010415,0.033143,0.001642,0.013488,0.022414,0.047554,0.003804,0.032270,0.026699,0.016901,0.132403,0.025235,0.027152,0.357564,0.006226,0.059746,1.198978,0.577947,0.435958,0.292539,0.320840,0.283922,0.278308,0.248471,0.235632,0.256055,0.232331,0.247558,0.212220,0.014836,0.004957,0.040709,0.020486,0.023325,0.011497,0.025371,0.002460,0.015849,0.018522,0.039061,0.005299,0.012363,300.000000,0.072527,music
0.130826,0.010796,3.167531,0.193910,0.179612,1.136266,0.006322,0.213569,-25.738786,0.658281,0.081080,-1.201955,-0.565287,-0.090786,0.115912,0.233610,0.203024,0.033821,0.116043,0.116146,-0.078215,0.017741,0.019581,0.022339,0.008306,0.008632,0.013467,0.045389,0.004943,0.005137,0.003015,0.008866,0.007960,0.023346,0.028613,0.007850,0.108374,0.020243,0.017061,0.248886,0.002919,0.049385,0.587859,0.328883,0.352885,0.293067,0.239638,0.212975,0.232341,0.194444,0.195589,0.186197,0.190959,0.183481,0.169023,0.016274,0.014770,0.022980,0.009303,0.008632,0.012504,0.040688,0.005597,0.004946,0.002567,0.007783,0.007728,0.011542,300.000000,0.096521,music
0.119898,0.049271,3.224578,0.235928,0.236773,1.179104,0.004521,0.195401,-22.252525,1.534179,0.041261,0.285302,0.061584,0.094068,0.113762,0.113873,0.122288,0.189459,0.135943,0.008095,0.030812,0.012486,0.005592,0.037602,0.009697,0.024644,0.007512,0.027442,0.003320,0.011909,0.014107,0.036695,0.005164,0.022250,0.033094,0.018218,0.090039,0.035562,0.020442,0.328486,0.002226,0.078889,0.740087,0.420645,0.278489,0.253284,0.238547,0.249862,0.264488,0.279268,0.273966,0.265344,0.255420,0.213335,0.175947,0.013365,0.007401,0.025804,0.011390,0.020885,0.007323,0.021821,0.005434,0.012767,0.014802,0.026524,0.005429,0.008591,171.428571,0.101464,music
0.078171,0.015526,3.062928,0.237989,0.283154,0.427201,0.006264,0.066916,-25.685556,2.540897,0.571970,0.348536,0.210665,-0.016980,0.130384,0.175789,0.055831,0.020941,0.016335,0.131459,0.117029,0.012010,0.001290,0.065226,0.007012,0.019375,0.009496,0.105946,0.000711,0.002138,0.005562,0.095764,0.002331,0.047095,0.036961,0.010425,0.240055,0.049450,0.024501,0.259320,0.003735,0.084651,1.142558,0.344266,0.267640,0.241308,0.297789,0.199616,0.241670,0.299130,0.210706,0.234323,0.198500,0.211060,0.190748,0.014054,0.001808,0.047520,0.008579,0.015451,0.009287,0.065956,0.000856,0.002352,0.004334,0.059235,0.002927,0.014233,120.000000,0.147525,music
0.135574,0.006963,3.182259,0.275145,0.281993,1.043171,0.004019,0.194290,-27.656580,1.812437,0.524619,0.190190,-0.259308,0.313612,-0.137848,0.075555,-0.141535,-0.045439,0.193464,-0.193827,-0.184068,0.029773,0.008387,0.044428,0.013089,0.023532,0.011632,0.020894,0.006646,0.005312,0.012351,0.018681,0.006443,0.029929,0.047032,0.006379,0.164577,0.042414,0.015466,0.342547,0.004027,0.107654,1.030890,0.439432,0.403046,0.293996,0.255916,0.261653,0.262098,0.236514,0.263438,0.267458,0.230120,0.204855,0.176665,0.029273,0.011815,0.027814,0.014386,0.017764,0.010950,0.018151,0.008418,0.004627,0.011272,0.016645,0.008380,0.012715,171.428571,0.114025,music
0.092614,0.025605,3.172977,0.166995,0.180849,0.832109,0.007137,0.166908,-24.323794,1.132088,-0.052141,-1.223809,-0.678373,0.093834,0.101579,0.379275,0.255367,-0.005446,0.013949,-0.085431,-0.051267,0.015175,0.033925,0.037584,0.003888,0.005591,0.019314,0.060830,0.000919,0.001243,0.002924,0.009497,0.006821,0.028490,0.027557,0.016146,0.108937,0.017090,0.012900,0.304349,0.004004,0.070058,0.581289,0.317329,0.302978,0.249155,0.238481,0.216202,0.204379,0.187442,0.200794,0.185791,0.188121,0.175810,0.173988,0.012291,0.025299,0.033469,0.002931,0.004193,0.014885,0.056019,0.000732,0.000906,0.002583,0.007381,0.005571,0.013472,240.000000,0.131603,music
0.053979,0.020260,3.095436,0.164972,0.199820,0.479013,0.009830,0.105411,-24.236065,2.774250,-0.039963,0.465641,0.187282,0.180624,0.054468,0.073892,0.001640,0.033639,0.081218,0.055431,-0.211888,0.026214,0.005223,0.029057,0.004823,0.018212,0.003012,0.032964,0.004349,0.008736,0.031439,0.058792,0.001589,0.025907,0.021311,0.010149,0.149086,0.066257,0.042760,0.320815,0.005041,0.093048,1.105951,0.459291,0.333019,0.252044,0.235340,0.215148,0.215015,0.209012,0.207424,0.176951,0.222855,0.196473,0.182359,0.024477,0.004434,0.019127,0.004540,0.016316,0.002432,0.026420,0.004441,0.007803,0.020517,0.039954,0.001300,0.007914,171.428571,0.161259,music
0.119272,0.021438,3.118522,0.231425,0.233193,0.979046,0.008336,0.198280,-24.518101,1.869828,-0.014439,0.148466,-0.117133,-0.076464,0.039946,-0.054812,0.011445,0.007085,0.008244,-0.071339,0.035762,0.011648,0.006547,0.037791,0.011986,0.020029,0.009832,0.032325,0.002890,0.009739,0.016244,0.030132,0.011314,0.024921,0.063647,0.016040,0.226654,0.064315,0.033031,0.511375,0.005765,0.144158,1.488867,0.617527,0.599811,0.358826,0.360103,0.303210,0.328511,0.285344,0.292184,0.273699,0.252617,0.269880,0.273618,0.013975,0.008806,0.041056,0.013442,0.020975,0.014162,0.028288,0.004925,0.012913,0.017434,0.027894,0.014584,0.011995,200.000000,0.108380,music
0.133181,0.038303,3.197328,0.216563,0.228550,0.848613,0.010968,0.156724,-24.089517,1.990528,0.520112,0.425520,-0.239313,0.140566,-0.193918,0.106295,-0.026487,0.058015,-0.002098,-0.054943,0.045790,0.025098,0.004134,0.031610,0.006900,0.016973,0.008727,0.026757,0.001650,0.005488,0.032824,0.016903,0.002889,0.023274,0.025731,0.016772,0.141635,0.030241,0.020192,0.277202,0.008186,0.044652,0.966353,0.473044,0.363697,0.301361,0.283626,0.298989,0.270290,0.262349,0.250086,0.241808,0.225948,0.212057,0.196635,0.021051,0.005561,0.026741,0.006031,0.016546,0.008255,0.022050,0.002144,0.006249,0.021008,0.012903,0.002783,0.010408,240.000000,0.109966,music
0.033129,0.029698,3.167900,0.101764,0.169625,0.085297,0.006199,0.037121,-25.421507,3.677123,0.050635,0.083347,-0.290445,-0.263820,-0.311293,0.050946,0.239852,0.218051,0.162612,0.024900,-0.191263,0.021273,0.011958,0.036315,0.014775,0.015398,0.014613,0.029190,0.000330,0.011865,0.018063,0.038701,0.037741,0.033372,0.004799,0.020529,0.140219,0.025817,0.032851,0.051023,0.007215,0.004100,1.030078,0.459686,0.271440,0.278100,0.220689,0.210073,0.225705,0.238311,0.256718,0.197717,0.215804,0.201017,0.175368,0.015293,0.015294,0.026161,0.014423,0.013333,0.013408,0.019367,0.000330,0.008974,0.012090,0.020673,0.037584,0.008064,150.000000,0.098999,music
0.094848,0.042127,3.164031,0.159433,0.176430,0.887078,0.006137,0.159025,-22.654301,1.915480,0.549557,0.208824,0.172095,0.382699,-0.234721,0.088470,-0.109763,-0.081939,0.061640,0.037889,-0.124372,0.012277,0.002233,0.034795,0.016149,0.031458,0.009585,0.040861,0.005250,0.005297,0.015615,0.053320,0.002689,0.025184,0.038049,0.016072,0.117100,0.027692,0.015781,0.437878,0.003362,0.074008,0.796878,0.553198,0.315187,0.250356,0.223401,0.213016,0.208192,0.233127,0.209837,0.163518,0.194929,0.172809,0.156870,0.013467,0.002204,0.023335,0.016644,0.020580,0.008477,0.031548,0.006265,0.006464,0.013281,0.036336,0.003276,0.008611,240.000000,0.128643,music
0.113772,0.012937,3.148889,0.196762,0.200736,1.010626,0.005506,0.195633,-25.194526,1.173629,0.148315,-0.879743,-0.934568,-0.356969,-0.142848,0.134059,0.138692,0.011574,-0.197049,0.045135,-0.025601,0.029018,0.027052,0.022882,0.012603,0.010960,0.010242,0.033238,0.003284,0.007502,0.008330,0.012457,0.016626,0.025337,0.050526,0.010845,0.191480,0.042996,0.026514,0.409808,0.003865,0.099312,0.948987,0.472273,0.308773,0.305961,0.264127,0.240918,0.263181,0.243757,0.237654,0.196767,0.199045,0.221644,0.182994,0.019081,0.022798,0.023886,0.014005,0.010140,0.008609,0.037510,0.004128,0.006863,0.007556,0.010263,0.014720,0.011624,150.000000,0.096398,music
0.087281,0.028590,3.167042,0.172604,0.191604,0.960432,0.007874,0.142005,-23.713929,1.353141,-0.097550,0.741501,-0.125988,0.210462,-0.055699,0.058802,0.059470,0.204119,0.031582,-0.059026,0.031093,0.014181,0.005638,0.025700,0.005750,0.015763,0.008323,0.050003,0.004054,0.009449,0.014414,0.038207,0.005131,0.027319,0.027132,0.015536,0.145973,0.032158,0.032520,0.311560,0.004637,0.048212,1.059578,0.571848,0.326885,0.264241,0.258913,0.236936,0.266050,0.313564,0.349368,0.322144,0.316907,0.290731,0.257825,0.015076,0.008354,0.021191,0.007432,0.014969,0.010814,0.056309,0.007354,0.012308,0.014840,0.030592,0.007915,0.014930,200.000000,0.085405,music
0.101430,0.036207,3.181062,0.225059,0.234255,0.931595,0.005407,0.159631,-23.213248,1.658267,0.368050,0.219741,0.404285,0.159828,0.328886,-0.021578,0.185633,0.163058,0.168739,0.177408,0.039412,0.009175,0.002850,0.053331,0.004886,0.030721,0.010947,0.043032,0.004171,0.004151,0.014349,0.052307,0.004868,0.032694,0.036590,0.016541,0.101312,0.033196,0.020563,0.373705,0.003685,0.084864,0.642878,0.334247,0.284311,0.240297,0.263681,0.241435,0.217213,0.249455,0.255672,0.272132,0.232240,0.208560,0.200864,0.010517,0.003293,0.050070,0.005470,0.031103,0.009929,0.036601,0.006199,0.005110,0.013100,0.041522,0.006515,0.012418,171.428571,0.132881,music
0.215213,0.029542,3.255850,0.243327,0.164861,1.663774,0.003204,0.293696,-23.355228,-0.971740,0.049396,-1.169655,-0.734696,0.042298,-0.166403,0.230206,0.180052,0.253817,-0.252978,0.012168,-0.060677,0.008934,0.013938,0.003955,0.004282,0.002804,0.008294,0.008931,0.002465,0.002606,0.003178,0.003310,0.004175,0.006207,0.014658,0.008504,0.036387,0.012403,0.014473,0.127133,0.000690,0.015343,0.419707,0.307081,0.241879,0.204908,0.211007,0.191531,0.176893,0.173837,0.174553,0.164278,0.155337,0.149309,0.145551,0.006514,0.011396,0.003571,0.003044,0.002022,0.006367,0.006820,0.001900,0.001904,0.002735,0.002389,0.003481,0.003443,150.000000,0.120690,music
0.088220,0.013562,3.168660,0.160700,0.175633,0.806378,0.006087,0.140846,-24.621955,1.066949,-0.415917,-0.697570,-0.689079,-0.254973,-0.143257,0.181944,0.225301,0.022337,0.003567,0.082142,0.041433,0.008351,0.008062,0.029226,0.005539,0.010266,0.018171,0.079500,0.000878,0.006090,0.005139,0.018822,0.027786,0.029913,0.019681,0.007501,0.111373,0.014672,0.011630,0.244347,0.003545,0.051083,0.445930,0.331192,0.306767,0.241233,0.252668,0.231503,0.207209,0.190930,0.193138,0.203057,0.189396,0.203525,0.174710,0.007712,0.010243,0.029665,0.005618,0.008316,0.013965,0.065625,0.000802,0.006114,0.005802,0.013900,0.021027,0.016002,171.428571,0.088751,music
0.092738,0.022812,3.203344,0.156691,0.165509,0.954112,0.004900,0.171778,-23.653495,1.058736,-0.297604,-0.926493,-1.082081,-0.049394,-0.288134,0.245632,-0.023134,0.171730,-0.189854,-0.016708,-0.126010,0.010551,0.034936,0.010184,0.025905,0.004092,0.024769,0.015935,0.001081,0.001928,0.006653,0.019423,0.044415,0.024154,0.021679,0.009825,0.068526,0.014285,0.015151,0.256279,0.002047,0.040048,0.475379,0.317970,0.254961,0.225653,0.199678,0.214487,0.220340,0.195748,0.220760,0.215376,0.202979,0.200438,0.168151,0.007223,0.023254,0.008441,0.020584,0.003227,0.016898,0.015830,0.000980,0.001579,0.004928,0.010847,0.028024,0.007807,200.000000,0.127237,music
0.162196,0.020348,3.181560,0.197981,0.157901,1.512875,0.008732,0.241702,-25.040591,-0.487676,-0.387691,-0.549794,-0.618626,0.144410,-0.254279,-0.098894,0.284885,0.297120,-0.196744,0.036045,-0.125327,0.015253,0.003728,0.008973,0.006283,0.003133,0.007428,0.015245,0.002035,0.017170,0.002816,0.006802,0.008313,0.013765,0.023586,0.012519,0.135162,0.014487,0.015926,0.196540,0.004876,0.027293,0.944667,0.456341,0.307624,0.349251,0.286275,0.304035,0.308203,0.278172,0.292692,0.296966,0.268538,0.253805,0.209539,0.018711,0.004323,0.011017,0.006530,0.003235,0.007303,0.021007,0.002346,0.013600,0.003077,0.008628,0.009913,0.008519,150.000000,0.099471,music
0.087558,0.016878,3.186590,0.166036,0.192565,0.845042,0.004639,0.131443,-23.511904,1.996060,-0.208751,0.200742,-0.100866,-0.018846,0.003007,-0.037948,-0.079131,0.049764,-0.021393,0.004265,-0.022613,0.022579,0.005225,0.044714,0.016679,0.015679,0.012921,0.036074,0.002640,0.010719,0.017590,0.021981,0.008922,0.018872,0.018518,0.010251,0.080666,0.023445,0.022005,0.240503,0.001449,0.036179,0.874069,0.337517,0.210234,0.194364,0.189493,0.182456,0.185558,0.189748,0.202273,0.188282,0.186975,0.170788,0.162887,0.015871,0.004717,0.025433,0.013471,0.009129,0.009743,0.019357,0.002963,0.008287,0.012542,0.015065,0.007531,0.005947,240.000000,0.128231,music
0.084989,0.039252,3.218526,0.162659,0.187217,0.663053,0.005725,0.128513,-23.904871,2.409170,-0.347739,-0.326537,-0.339090,-0.049385,-0.179058,-0.028296,-0.101719,-0.242629,-0.147538,-0.030011,-0.085053,0.027281,0.006162,0.017308,0.026228,0.019375,0.025699,0.016924,0.005309,0.010583,0.015789,0.021912,0.006787,0.023895,0.020922,0.011437,0.058208,0.027878,0.022302,0.184638,0.003422,0.037952,0.798373,0.417302,0.281970,0.243267,0.199783,0.224870,0.221176,0.223889,0.211897,0.184581,0.195021,0.192852,0.177691,0.021687,0.005907,0.012758,0.019246,0.015044,0.021688,0.010978,0.005499,0.010907,0.011298,0.015347,0.005496,0.009367,300.000000,0.096010,music
0.065098,0.022094,3.227230,0.149055,0.190378,0.559661,0.005873,0.094224,-25.401915,2.428313,-0.037150,0.084917,-0.137375,0.005251,0.074096,0.142815,0.073209,0.156465,-0.056525,0.135351,0.125071,0.020464,0.015990,0.021029,0.010788,0.031328,0.027350,0.032391,0.002094,0.013999,0.010693,0.044970,0.004367,0.035089,0.021184,0.012551,0.071968,0.029278,0.027717,0.229631,0.005707,0.032917,0.908824,0.469489,0.368013,0.271943,0.284282,0.236903,0.238490,0.251939,0.287099,0.256025,0.236190,0.214644,0.199508,0.015311,0.010767,0.019106,0.009974,0.024333,0.018758,0.024004,0.002527,0.012737,0.009338,0.035630,0.004899,0.011015,133.333333,0.075518,music
0.066264,0.025927,3.185708,0.151094,0.199154,0.591848,0.007191,0.095651,-25.404060,2.523369,0.317657,0.153879,0.006321,0.312887,0.268262,0.162668,0.128532,-0.005557,-0.094509,0.154844,0.036489,0.018077,0.002600,0.051157,0.014488,0.035886,0.006117,0.054873,0.001981,0.005000,0.015066,0.054908,0.002721,0.036013,0.022886,0.015269,0.103432,0.022040,0.017207,0.238693,0.004925,0.036385,1.040076,0.476183,0.307378,0.292904,0.246983,0.215385,0.235072,0.213275,0.241846,0.252453,0.211018,0.218424,0.176076,0.018587,0.003138,0.030065,0.011722,0.032633,0.006635,0.042211,0.002642,0.005683,0.012059,0.044226,0.003336,0.010924,171.428571,0.092511,music
0.084893,0.024101,3.161040,0.155330,0.192854,0.723336,0.006683,0.121498,-23.769371,2.226978,-0.226212,0.579359,-0.147983,0.096454,0.119968,0.353479,-0.057861,-0.047962,-0.160877,-0.002707,0.015813,0.024709,0.001839,0.028067,0.021543,0.033205,0.007595,0.033562,0.002347,0.009225,0.009106,0.027603,0.005973,0.022430,0.026301,0.012853,0.133226,0.029498,0.027621,0.295602,0.003934,0.053280,0.796985,0.432410,0.382097,0.330280,0.276246,0.288264,0.252283,0.248124,0.249699,0.250525,0.220313,0.246801,0.219393,0.023780,0.001759,0.021384,0.019880,0.022926,0.008549,0.022873,0.002474,0.010772,0.008008,0.023994,0.005861,0.007808,120.000000,0.112245,music
0.060455,0.007062,3.094444,0.144083,0.181439,0.562412,0.006764,0.098381,-27.327606,2.175068,-0.357606,0.024891,-0.640683,-0.181249,-0.142617,0.046340,0.016987,0.055694,0.089888,0.004248,-0.135033,0.018132,0.009959,0.014146,0.013399,0.013613,0.010999,0.025180,0.001753,0.010534,0.028181,0.021492,0.010396,0.020820,0.021030,0.006729,0.302085,0.028993,0.031042,0.264362,0.005557,0.042537,2.343636,0.552895,0.377732,0.292390,0.354720,0.245200,0.297459,0.240489,0.266715,0.312752,0.297939,0.243069,0.207729,0.023076,0.010005,0.013962,0.012176,0.015266,0.012207,0.026017,0.002653,0.009904,0.025096,0.017193,0.012047,0.007550,133.333333,0.105143,music
0.061491,0.031750,3.100208,0.157908,0.210612,0.331859,0.007503,0.072645,-23.506083,2.673308,-0.337085,-0.031192,0.085192,0.084226,-0.048190,0.134703,0.052124,0.026902,0.036079,-0.023883,-0.095104,0.031766,0.004681,0.042782,0.008650,0.014087,0.007543,0.038629,0.006377,0.004634,0.015550,0.065222,0.009414,0.028145,0.017475,0.026162,0.202334,0.025466,0.019735,0.148486,0.003996,0.021292,1.223651,0.331184,0.328771,0.248606,0.205357,0.225931,0.214943,0.223814,0.202183,0.199276,0.225761,0.197243,0.212272,0.028143,0.004965,0.023743,0.006718,0.013284,0.008563,0.033143,0.011364,0.005295,0.013437,0.046918,0.011930,0.009328,171.428571,0.130392,music
0.080379,0.049174,3.096052,0.224832,0.254988,0.521119,0.009607,0.101975,-23.934518,2.372879,0.232638,0.327858,0.265059,0.467978,0.457577,0.271838,0.126735,0.043324,0.235500,0.330521,0.075248,0.004015,0.002785,0.094261,0.003462,0.036169,0.004741,0.064509,0.003048,0.004580,0.010279,0.048721,0.001401,0.039040,0.044418,0.023878,0.177781,0.061544,0.030613,0.337786,0.006090,0.117571,1.349486,0.562801,0.562825,0.427880,0.383516,0.335080,0.314362,0.320658,0.294541,0.319644,0.294017,0.270338,0.205446,0.004357,0.004894,0.053742,0.005062,0.035717,0.006199,0.052100,0.006378,0.007074,0.010752,0.045078,0.002162,0.013835,171.428571,0.111111,music
0.107841,0.018577,3.150137,0.223886,0.240373,1.159001,0.005642,0.183458,-23.760791,1.648047,0.537899,0.600851,-0.072242,0.614568,-0.230908,0.058825,-0.063252,-0.051771,0.054555,-0.043755,-0.101465,0.020725,0.005239,0.039178,0.011306,0.023690,0.008627,0.017712,0.002654,0.006572,0.025643,0.028259,0.002772,0.019338,0.028732,0.011355,0.160558,0.044327,0.025565,0.358195,0.002588,0.058866,0.951368,0.379316,0.271465,0.255990,0.315308,0.227977,0.240695,0.228630,0.198422,0.218692,0.261802,0.244817,0.225242,0.020115,0.007817,0.022213,0.011306,0.024494,0.008437,0.012271,0.002806,0.006891,0.020457,0.016967,0.003439,0.007329,200.000000,0.096807,music
0.081920,0.011624,2.877525,0.153405,0.183602,0.643314,0.016083,0.118308,-26.859777,1.037277,0.329218,-0.252036,-0.126074,0.276509,-0.093342,0.545708,0.139324,0.234235,-0.101467,0.242947,0.056447,0.004796,0.004869,0.081351,0.002553,0.007382,0.023273,0.173548,0.000325,0.000807,0.002348,0.010886,0.003175,0.055827,0.032488,0.012126,0.272007,0.025380,0.020133,0.289543,0.011416,0.055675,0.810121,0.496477,0.370402,0.327262,0.289662,0.227901,0.219099,0.231192,0.209416,0.176875,0.204792,0.190151,0.187097,0.005124,0.005525,0.062279,0.002674,0.007673,0.020872,0.094056,0.000325,0.000748,0.002295,0.009569,0.003237,0.022433,150.000000,0.085653,music
0.074013,0.011314,3.200073,0.136763,0.156076,0.628093,0.010238,0.107914,-25.397747,1.798912,-0.725803,-0.407583,-0.083788,-0.447077,0.059472,-0.109351,-0.042486,-0.196981,0.016264,0.030299,0.045299,0.016638,0.011014,0.017013,0.013307,0.017116,0.015524,0.028122,0.004835,0.009767,0.015557,0.015574,0.007628,0.021708,0.018336,0.007151,0.072010,0.021197,0.025731,0.260308,0.005507,0.038162,0.852461,0.562943,0.367290,0.306362,0.367961,0.326860,0.321588,0.280587,0.305736,0.297749,0.294187,0.269656,0.223400,0.017377,0.013615,0.016497,0.014226,0.016886,0.015259,0.022270,0.006853,0.012328,0.014332,0.012951,0.009435,0.008880,400.000000,0.079128,music
0.073320,0.036248,3.135447,0.139662,0.170455,0.633781,0.007111,0.101874,-23.130177,2.114043,-0.111736,0.612269,0.173102,0.062382,-0.215737,-0.012303,0.013542,0.116181,0.040673,0.001965,-0.098771,0.021873,0.008634,0.044956,0.012238,0.022341,0.011635,0.045646,0.004413,0.007638,0.014889,0.035743,0.004358,0.026610,0.020355,0.016745,0.132419,0.028453,0.024186,0.249255,0.004804,0.032852,0.634603,0.383968,0.309359,0.260797,0.243286,0.260601,0.253897,0.266125,0.256130,0.269358,0.259724,0.237019,0.185610,0.021866,0.009678,0.032468,0.013308,0.016994,0.012854,0.029799,0.006015,0.008281,0.011412,0.023303,0.005319,0.008668,200.000000,0.122751,music
0.139357,0.012045,3.171104,0.240141,0.239000,1.260339,0.003186,0.236375,-24.371292,1.687235,-0.315417,0.203439,0.481093,0.319305,0.189116,0.173500,0.103575,0.222870,0.048048,-0.006066,0.003119,0.007404,0.002503,0.070319,0.009930,0.013868,0.007823,0.028120,0.001554,0.004399,0.011513,0.039600,0.016834,0.025384,0.032204,0.005187,0.085037,0.036129,0.021130,0.329334,0.001638,0.079119,0.376906,0.266016,0.264076,0.326736,0.272512,0.211019,0.220757,0.262002,0.242062,0.220722,0.236604,0.164044,0.154921,0.005105,0.001997,0.034523,0.011109,0.009284,0.007563,0.014932,0.001468,0.003536,0.006264,0.027189,0.022034,0.008633,240.000000,0.138767,music
0.126176,0.014432,3.110039,0.229739,0.222837,1.256358,0.005793,0.238366,-24.288805,1.262928,1.116852,0.402209,0.098736,0.143019,-0.078118,-0.096604,-0.066527,0.193695,0.132190,0.161128,0.112347,0.007448,0.002746,0.028663,0.005379,0.030984,0.031076,0.043765,0.002021,0.007340,0.021134,0.036450,0.002285,0.025451,0.040317,0.008297,0.197890,0.050611,0.030112,0.408170,0.002696,0.086600,1.078353,0.425102,0.496774,0.336795,0.345753,0.312937,0.256308,0.260420,0.258491,0.236130,0.256633,0.231006,0.243175,0.007761,0.002849,0.024174,0.004551,0.026821,0.035101,0.034410,0.002982,0.007866,0.016729,0.026146,0.002799,0.009019,200.000000,0.141454,music
0.153815,0.048083,3.250902,0.229598,0.207845,1.565657,0.003164,0.235248,-22.004974,0.312672,0.538611,0.858787,-0.223530,0.354129,-0.107005,0.071679,-0.118385,0.017129,0.058950,0.145605,0.051223,0.015959,0.001317,0.015174,0.005087,0.006553,0.014320,0.024920,0.005115,0.005073,0.013820,0.038081,0.002867,0.016722,0.023605,0.014896,0.060466,0.035876,0.029774,0.176841,0.001379,0.049483,0.512717,0.368658,0.240424,0.244874,0.199855,0.195828,0.178966,0.175632,0.185124,0.212306,0.193644,0.198958,0.180607,0.012416,0.000899,0.011664,0.003714,0.004424,0.009385,0.030864,0.004585,0.003574,0.013140,0.021193,0.002296,0.008575,133.333333,0.118593,music
